annee_de_deces;departement_de_domicile;sexe;cause_initiale_de_deces;effectif_de_deces
2019;21;Hommes;2. Tumeurs;773
2020;21;Hommes;2. Tumeurs;856
2021;21;Hommes;2. Tumeurs;760
2022;21;Hommes;2. Tumeurs;764
1990;22;Hommes;2. Tumeurs;1080
1991;22;Hommes;2. Tumeurs;1083
1992;22;Hommes;2. Tumeurs;1106
1993;22;Hommes;2. Tumeurs;1109
1994;22;Hommes;2. Tumeurs;1036
1995;22;Hommes;2. Tumeurs;1096
1996;22;Hommes;2. Tumeurs;1102
1997;22;Hommes;2. Tumeurs;1130
1998;22;Hommes;2. Tumeurs;1129
1999;22;Hommes;2. Tumeurs;1039
2000;22;Hommes;2. Tumeurs;1086
2001;22;Hommes;2. Tumeurs;1134
2002;22;Hommes;2. Tumeurs;1061
2003;22;Hommes;2. Tumeurs;1077
2004;22;Hommes;2. Tumeurs;1117
2005;22;Hommes;2. Tumeurs;1158
2006;22;Hommes;2. Tumeurs;1143
2007;22;Hommes;2. Tumeurs;1114
2008;22;Hommes;2. Tumeurs;1114
2009;22;Hommes;2. Tumeurs;1124
2010;22;Hommes;2. Tumeurs;1140
2011;22;Hommes;2. Tumeurs;1134
2012;22;Hommes;2. Tumeurs;1126
2013;22;Hommes;2. Tumeurs;1187
2014;22;Hommes;2. Tumeurs;1129
2015;22;Hommes;2. Tumeurs;1095
2016;22;Hommes;2. Tumeurs;1156
2017;22;Hommes;2. Tumeurs;1135
2018;22;Hommes;2. Tumeurs;1183
2019;22;Hommes;2. Tumeurs;1237
2020;22;Hommes;2. Tumeurs;1213
2021;22;Hommes;2. Tumeurs;1232
2022;22;Hommes;2. Tumeurs;1214
1990;23;Hommes;2. Tumeurs;325
1991;23;Hommes;2. Tumeurs;321
1992;23;Hommes;2. Tumeurs;287
1993;23;Hommes;2. Tumeurs;331
1994;23;Hommes;2. Tumeurs;314
1995;23;Hommes;2. Tumeurs;308
1996;23;Hommes;2. Tumeurs;295
1997;23;Hommes;2. Tumeurs;316
1998;23;Hommes;2. Tumeurs;298
1999;23;Hommes;2. Tumeurs;305
2000;23;Hommes;2. Tumeurs;325
2001;23;Hommes;2. Tumeurs;319
2002;23;Hommes;2. Tumeurs;299
2003;23;Hommes;2. Tumeurs;319
2004;23;Hommes;2. Tumeurs;290
2005;23;Hommes;2. Tumeurs;322
2006;23;Hommes;2. Tumeurs;307
2007;23;Hommes;2. Tumeurs;295
2008;23;Hommes;2. Tumeurs;295
2009;23;Hommes;2. Tumeurs;308
2010;23;Hommes;2. Tumeurs;299
2011;23;Hommes;2. Tumeurs;293
2012;23;Hommes;2. Tumeurs;294
2013;23;Hommes;2. Tumeurs;271
2014;23;Hommes;2. Tumeurs;282
2015;23;Hommes;2. Tumeurs;267
2016;23;Hommes;2. Tumeurs;292
2017;23;Hommes;2. Tumeurs;307
2018;23;Hommes;2. Tumeurs;300
2019;23;Hommes;2. Tumeurs;294
2020;23;Hommes;2. Tumeurs;281
2021;23;Hommes;2. Tumeurs;281
2022;23;Hommes;2. Tumeurs;296
1990;24;Hommes;2. Tumeurs;738
1991;24;Hommes;2. Tumeurs;771
1992;24;Hommes;2. Tumeurs;754
1993;24;Hommes;2. Tumeurs;827
1994;24;Hommes;2. Tumeurs;767
1995;24;Hommes;2. Tumeurs;763
1996;24;Hommes;2. Tumeurs;759
1997;24;Hommes;2. Tumeurs;737
1998;24;Hommes;2. Tumeurs;770
1999;24;Hommes;2. Tumeurs;740
2000;24;Hommes;2. Tumeurs;738
2001;24;Hommes;2. Tumeurs;753
2002;24;Hommes;2. Tumeurs;783
2003;24;Hommes;2. Tumeurs;842
2004;24;Hommes;2. Tumeurs;824
2005;24;Hommes;2. Tumeurs;836
2006;24;Hommes;2. Tumeurs;768
2007;24;Hommes;2. Tumeurs;822
2008;24;Hommes;2. Tumeurs;793
2009;24;Hommes;2. Tumeurs;851
2010;24;Hommes;2. Tumeurs;820
2011;24;Hommes;2. Tumeurs;817
2012;24;Hommes;2. Tumeurs;839
2013;24;Hommes;2. Tumeurs;835
2014;24;Hommes;2. Tumeurs;801
2015;24;Hommes;2. Tumeurs;842
2016;24;Hommes;2. Tumeurs;893
2017;24;Hommes;2. Tumeurs;878
2018;24;Hommes;2. Tumeurs;821
2019;24;Hommes;2. Tumeurs;801
2020;24;Hommes;2. Tumeurs;848
2021;24;Hommes;2. Tumeurs;913
2022;24;Hommes;2. Tumeurs;873
1990;25;Hommes;2. Tumeurs;622
1991;25;Hommes;2. Tumeurs;571
1992;25;Hommes;2. Tumeurs;638
1993;25;Hommes;2. Tumeurs;631
1994;25;Hommes;2. Tumeurs;629
1995;25;Hommes;2. Tumeurs;641
1996;25;Hommes;2. Tumeurs;721
1997;25;Hommes;2. Tumeurs;642
1998;25;Hommes;2. Tumeurs;650
1999;25;Hommes;2. Tumeurs;650
2000;25;Hommes;2. Tumeurs;679
2001;25;Hommes;2. Tumeurs;694
2002;25;Hommes;2. Tumeurs;658
2003;25;Hommes;2. Tumeurs;665
2004;25;Hommes;2. Tumeurs;682
2005;25;Hommes;2. Tumeurs;686
2006;25;Hommes;2. Tumeurs;723
2007;25;Hommes;2. Tumeurs;673
2008;25;Hommes;2. Tumeurs;694
2009;25;Hommes;2. Tumeurs;704
2010;25;Hommes;2. Tumeurs;653
2011;25;Hommes;2. Tumeurs;730
2012;25;Hommes;2. Tumeurs;744
2013;25;Hommes;2. Tumeurs;737
2014;25;Hommes;2. Tumeurs;731
2015;25;Hommes;2. Tumeurs;739
2016;25;Hommes;2. Tumeurs;731
2017;25;Hommes;2. Tumeurs;767
2018;25;Hommes;2. Tumeurs;788
2019;25;Hommes;2. Tumeurs;683
2020;25;Hommes;2. Tumeurs;734
2021;25;Hommes;2. Tumeurs;714
2022;25;Hommes;2. Tumeurs;709
1990;26;Hommes;2. Tumeurs;631
1991;26;Hommes;2. Tumeurs;562
1992;26;Hommes;2. Tumeurs;583
1993;26;Hommes;2. Tumeurs;623
1994;26;Hommes;2. Tumeurs;610
1995;26;Hommes;2. Tumeurs;633
1996;26;Hommes;2. Tumeurs;644
1997;26;Hommes;2. Tumeurs;608
1998;26;Hommes;2. Tumeurs;654
1999;26;Hommes;2. Tumeurs;671
2000;26;Hommes;2. Tumeurs;617
2001;26;Hommes;2. Tumeurs;688
2002;26;Hommes;2. Tumeurs;677
2003;26;Hommes;2. Tumeurs;697
2004;26;Hommes;2. Tumeurs;648
2005;26;Hommes;2. Tumeurs;679
2006;26;Hommes;2. Tumeurs;676
2007;26;Hommes;2. Tumeurs;729
2008;26;Hommes;2. Tumeurs;699
2009;26;Hommes;2. Tumeurs;711
2010;26;Hommes;2. Tumeurs;753
2011;26;Hommes;2. Tumeurs;703
2012;26;Hommes;2. Tumeurs;713
2013;26;Hommes;2. Tumeurs;789
2014;26;Hommes;2. Tumeurs;779
2015;26;Hommes;2. Tumeurs;745
2016;26;Hommes;2. Tumeurs;770
2017;26;Hommes;2. Tumeurs;823
2018;26;Hommes;2. Tumeurs;792
2019;26;Hommes;2. Tumeurs;836
2020;26;Hommes;2. Tumeurs;788
2021;26;Hommes;2. Tumeurs;744
2022;26;Hommes;2. Tumeurs;782
1990;27;Hommes;2. Tumeurs;799
1991;27;Hommes;2. Tumeurs;768
1992;27;Hommes;2. Tumeurs;773
1993;27;Hommes;2. Tumeurs;761
1994;27;Hommes;2. Tumeurs;753
1995;27;Hommes;2. Tumeurs;773
1996;27;Hommes;2. Tumeurs;785
1997;27;Hommes;2. Tumeurs;792
1998;27;Hommes;2. Tumeurs;819
1999;27;Hommes;2. Tumeurs;847
2000;27;Hommes;2. Tumeurs;828
2001;27;Hommes;2. Tumeurs;829
2002;27;Hommes;2. Tumeurs;876
2003;27;Hommes;2. Tumeurs;840
2004;27;Hommes;2. Tumeurs;854
2005;27;Hommes;2. Tumeurs;942
2006;27;Hommes;2. Tumeurs;863
2007;27;Hommes;2. Tumeurs;861
2008;27;Hommes;2. Tumeurs;853
2009;27;Hommes;2. Tumeurs;970
2010;27;Hommes;2. Tumeurs;872
2011;27;Hommes;2. Tumeurs;865
2012;27;Hommes;2. Tumeurs;792
2013;27;Hommes;2. Tumeurs;922
2014;27;Hommes;2. Tumeurs;919
2015;27;Hommes;2. Tumeurs;937
2016;27;Hommes;2. Tumeurs;884
2017;27;Hommes;2. Tumeurs;883
2018;27;Hommes;2. Tumeurs;922
2019;27;Hommes;2. Tumeurs;991
2020;27;Hommes;2. Tumeurs;929
2021;27;Hommes;2. Tumeurs;966
2022;27;Hommes;2. Tumeurs;892
1990;28;Hommes;2. Tumeurs;606
1991;28;Hommes;2. Tumeurs;563
1992;28;Hommes;2. Tumeurs;632
1993;28;Hommes;2. Tumeurs;663
1994;28;Hommes;2. Tumeurs;640
1995;28;Hommes;2. Tumeurs;642
1996;28;Hommes;2. Tumeurs;631
1997;28;Hommes;2. Tumeurs;610
1998;28;Hommes;2. Tumeurs;662
1999;28;Hommes;2. Tumeurs;619
2000;28;Hommes;2. Tumeurs;673
2001;28;Hommes;2. Tumeurs;638
2002;28;Hommes;2. Tumeurs;607
2003;28;Hommes;2. Tumeurs;621
2004;28;Hommes;2. Tumeurs;691
2005;28;Hommes;2. Tumeurs;692
2006;28;Hommes;2. Tumeurs;640
2007;28;Hommes;2. Tumeurs;633
2008;28;Hommes;2. Tumeurs;705
2009;28;Hommes;2. Tumeurs;666
2010;28;Hommes;2. Tumeurs;696
2011;28;Hommes;2. Tumeurs;687
2012;28;Hommes;2. Tumeurs;688
2013;28;Hommes;2. Tumeurs;630
2014;28;Hommes;2. Tumeurs;630
2015;28;Hommes;2. Tumeurs;685
2016;28;Hommes;2. Tumeurs;773
2017;28;Hommes;2. Tumeurs;676
2018;28;Hommes;2. Tumeurs;702
2019;28;Hommes;2. Tumeurs;729
2020;28;Hommes;2. Tumeurs;682
2021;28;Hommes;2. Tumeurs;675
2022;28;Hommes;2. Tumeurs;680
1990;29;Hommes;2. Tumeurs;1660
1991;29;Hommes;2. Tumeurs;1710
1992;29;Hommes;2. Tumeurs;1630
1993;29;Hommes;2. Tumeurs;1696
1994;29;Hommes;2. Tumeurs;1691
1995;29;Hommes;2. Tumeurs;1732
1996;29;Hommes;2. Tumeurs;1682
1997;29;Hommes;2. Tumeurs;1683
1998;29;Hommes;2. Tumeurs;1630
1999;29;Hommes;2. Tumeurs;1628
2000;29;Hommes;2. Tumeurs;1555
2001;29;Hommes;2. Tumeurs;1684
2002;29;Hommes;2. Tumeurs;1686
2003;29;Hommes;2. Tumeurs;1570
2004;29;Hommes;2. Tumeurs;1600
2005;29;Hommes;2. Tumeurs;1644
2006;29;Hommes;2. Tumeurs;1596
2007;29;Hommes;2. Tumeurs;1698
2008;29;Hommes;2. Tumeurs;1641
2009;29;Hommes;2. Tumeurs;1615
2010;29;Hommes;2. Tumeurs;1671
2011;29;Hommes;2. Tumeurs;1708
2012;29;Hommes;2. Tumeurs;1687
2013;29;Hommes;2. Tumeurs;1606
2014;29;Hommes;2. Tumeurs;1650
2015;29;Hommes;2. Tumeurs;1705
2016;29;Hommes;2. Tumeurs;1676
2017;29;Hommes;2. Tumeurs;1672
2018;29;Hommes;2. Tumeurs;1763
2019;29;Hommes;2. Tumeurs;1693
2020;29;Hommes;2. Tumeurs;1656
2021;29;Hommes;2. Tumeurs;1664
2022;29;Hommes;2. Tumeurs;1591
1990;2A;Hommes;2. Tumeurs;221
1991;2A;Hommes;2. Tumeurs;206
1992;2A;Hommes;2. Tumeurs;216
1993;2A;Hommes;2. Tumeurs;215
1994;2A;Hommes;2. Tumeurs;225
1995;2A;Hommes;2. Tumeurs;216
1996;2A;Hommes;2. Tumeurs;214
1997;2A;Hommes;2. Tumeurs;218
1998;2A;Hommes;2. Tumeurs;206
1999;2A;Hommes;2. Tumeurs;195
2000;2A;Hommes;2. Tumeurs;227
2001;2A;Hommes;2. Tumeurs;222
2002;2A;Hommes;2. Tumeurs;243
2003;2A;Hommes;2. Tumeurs;211
2004;2A;Hommes;2. Tumeurs;229
2005;2A;Hommes;2. Tumeurs;229
2006;2A;Hommes;2. Tumeurs;227
2007;2A;Hommes;2. Tumeurs;214
2008;2A;Hommes;2. Tumeurs;238
2009;2A;Hommes;2. Tumeurs;250
2010;2A;Hommes;2. Tumeurs;217
2011;2A;Hommes;2. Tumeurs;235
2012;2A;Hommes;2. Tumeurs;270
2013;2A;Hommes;2. Tumeurs;247
2014;2A;Hommes;2. Tumeurs;234
2015;2A;Hommes;2. Tumeurs;234
2016;2A;Hommes;2. Tumeurs;238
2017;2A;Hommes;2. Tumeurs;227
2018;2A;Hommes;2. Tumeurs;232
2019;2A;Hommes;2. Tumeurs;250
2020;2A;Hommes;2. Tumeurs;263
2021;2A;Hommes;2. Tumeurs;264
2022;2A;Hommes;2. Tumeurs;250
1990;2B;Hommes;2. Tumeurs;225
1991;2B;Hommes;2. Tumeurs;217
1992;2B;Hommes;2. Tumeurs;206
1993;2B;Hommes;2. Tumeurs;246
1994;2B;Hommes;2. Tumeurs;244
1995;2B;Hommes;2. Tumeurs;219
1996;2B;Hommes;2. Tumeurs;243
1997;2B;Hommes;2. Tumeurs;245
1998;2B;Hommes;2. Tumeurs;224
1999;2B;Hommes;2. Tumeurs;232
2000;2B;Hommes;2. Tumeurs;246
2001;2B;Hommes;2. Tumeurs;241
2002;2B;Hommes;2. Tumeurs;236
2003;2B;Hommes;2. Tumeurs;260
2004;2B;Hommes;2. Tumeurs;250
2005;2B;Hommes;2. Tumeurs;267
2006;2B;Hommes;2. Tumeurs;262
2007;2B;Hommes;2. Tumeurs;281
2008;2B;Hommes;2. Tumeurs;261
2009;2B;Hommes;2. Tumeurs;250
2010;2B;Hommes;2. Tumeurs;284
2011;2B;Hommes;2. Tumeurs;287
2012;2B;Hommes;2. Tumeurs;265
2013;2B;Hommes;2. Tumeurs;269
2014;2B;Hommes;2. Tumeurs;262
2015;2B;Hommes;2. Tumeurs;300
2016;2B;Hommes;2. Tumeurs;273
2017;2B;Hommes;2. Tumeurs;292
2018;2B;Hommes;2. Tumeurs;291
2019;2B;Hommes;2. Tumeurs;279
2020;2B;Hommes;2. Tumeurs;284
2021;2B;Hommes;2. Tumeurs;282
2022;2B;Hommes;2. Tumeurs;281
1990;30;Hommes;2. Tumeurs;1004
1991;30;Hommes;2. Tumeurs;999
1992;30;Hommes;2. Tumeurs;941
1993;30;Hommes;2. Tumeurs;970
1994;30;Hommes;2. Tumeurs;931
1995;30;Hommes;2. Tumeurs;1044
1996;30;Hommes;2. Tumeurs;973
1997;30;Hommes;2. Tumeurs;1031
1998;30;Hommes;2. Tumeurs;972
1999;30;Hommes;2. Tumeurs;996
2000;30;Hommes;2. Tumeurs;1063
2001;30;Hommes;2. Tumeurs;1101
2002;30;Hommes;2. Tumeurs;1051
2003;30;Hommes;2. Tumeurs;1027
2004;30;Hommes;2. Tumeurs;1048
2005;30;Hommes;2. Tumeurs;1090
2006;30;Hommes;2. Tumeurs;1092
2007;30;Hommes;2. Tumeurs;1110
2008;30;Hommes;2. Tumeurs;1184
2009;30;Hommes;2. Tumeurs;1129
2010;30;Hommes;2. Tumeurs;1083
2011;30;Hommes;2. Tumeurs;1185
2012;30;Hommes;2. Tumeurs;1181
2013;30;Hommes;2. Tumeurs;1140
2014;30;Hommes;2. Tumeurs;1199
2015;30;Hommes;2. Tumeurs;1255
2016;30;Hommes;2. Tumeurs;1228
2017;30;Hommes;2. Tumeurs;1240
2018;30;Hommes;2. Tumeurs;1278
2019;30;Hommes;2. Tumeurs;1275
2020;30;Hommes;2. Tumeurs;1219
2021;30;Hommes;2. Tumeurs;1327
2022;30;Hommes;2. Tumeurs;1277
1990;31;Hommes;2. Tumeurs;1187
1991;31;Hommes;2. Tumeurs;1172
1992;31;Hommes;2. Tumeurs;1195
1993;31;Hommes;2. Tumeurs;1243
1994;31;Hommes;2. Tumeurs;1195
1995;31;Hommes;2. Tumeurs;1193
1996;31;Hommes;2. Tumeurs;1211
1997;31;Hommes;2. Tumeurs;1297
1998;31;Hommes;2. Tumeurs;1270
1999;31;Hommes;2. Tumeurs;1268
2000;31;Hommes;2. Tumeurs;1365
2001;31;Hommes;2. Tumeurs;1391
2002;31;Hommes;2. Tumeurs;1351
2003;31;Hommes;2. Tumeurs;1307
2004;31;Hommes;2. Tumeurs;1382
2005;31;Hommes;2. Tumeurs;1361
2006;31;Hommes;2. Tumeurs;1361
2007;31;Hommes;2. Tumeurs;1389
2008;31;Hommes;2. Tumeurs;1357
2009;31;Hommes;2. Tumeurs;1330
2010;31;Hommes;2. Tumeurs;1427
2011;31;Hommes;2. Tumeurs;1413
2012;31;Hommes;2. Tumeurs;1332
2013;31;Hommes;2. Tumeurs;1132
2014;31;Hommes;2. Tumeurs;1452
2015;31;Hommes;2. Tumeurs;1475
2016;31;Hommes;2. Tumeurs;1534
2017;31;Hommes;2. Tumeurs;1517
2018;31;Hommes;2. Tumeurs;1407
2019;31;Hommes;2. Tumeurs;1493
2020;31;Hommes;2. Tumeurs;1548
2021;31;Hommes;2. Tumeurs;1551
2022;31;Hommes;2. Tumeurs;1602
1990;32;Hommes;2. Tumeurs;323
1991;32;Hommes;2. Tumeurs;326
1992;32;Hommes;2. Tumeurs;329
1993;32;Hommes;2. Tumeurs;337
1994;32;Hommes;2. Tumeurs;315
1995;32;Hommes;2. Tumeurs;300
1996;32;Hommes;2. Tumeurs;320
1997;32;Hommes;2. Tumeurs;344
1998;32;Hommes;2. Tumeurs;314
1999;32;Hommes;2. Tumeurs;317
2000;32;Hommes;2. Tumeurs;330
2001;32;Hommes;2. Tumeurs;327
2002;32;Hommes;2. Tumeurs;360
2003;32;Hommes;2. Tumeurs;345
2004;32;Hommes;2. Tumeurs;362
2005;32;Hommes;2. Tumeurs;350
2006;32;Hommes;2. Tumeurs;331
2007;32;Hommes;2. Tumeurs;316
2008;32;Hommes;2. Tumeurs;313
2009;32;Hommes;2. Tumeurs;380
2010;32;Hommes;2. Tumeurs;380
2011;32;Hommes;2. Tumeurs;341
2012;32;Hommes;2. Tumeurs;339
2013;32;Hommes;2. Tumeurs;380
2014;32;Hommes;2. Tumeurs;360
2015;32;Hommes;2. Tumeurs;336
2016;32;Hommes;2. Tumeurs;358
2017;32;Hommes;2. Tumeurs;405
2018;32;Hommes;2. Tumeurs;398
2019;32;Hommes;2. Tumeurs;339
2020;32;Hommes;2. Tumeurs;355
2021;32;Hommes;2. Tumeurs;352
2022;32;Hommes;2. Tumeurs;370
1990;33;Hommes;2. Tumeurs;1897
1991;33;Hommes;2. Tumeurs;1828
1992;33;Hommes;2. Tumeurs;1835
1993;33;Hommes;2. Tumeurs;1937
1994;33;Hommes;2. Tumeurs;1895
1995;33;Hommes;2. Tumeurs;1934
1996;33;Hommes;2. Tumeurs;1942
1997;33;Hommes;2. Tumeurs;1979
1998;33;Hommes;2. Tumeurs;1904
1999;33;Hommes;2. Tumeurs;1959
2000;33;Hommes;2. Tumeurs;1944
2001;33;Hommes;2. Tumeurs;1988
2002;33;Hommes;2. Tumeurs;1987
2003;33;Hommes;2. Tumeurs;2102
2004;33;Hommes;2. Tumeurs;1983
2005;33;Hommes;2. Tumeurs;1926
2006;33;Hommes;2. Tumeurs;2102
2007;33;Hommes;2. Tumeurs;2086
2008;33;Hommes;2. Tumeurs;2081
2009;33;Hommes;2. Tumeurs;2084
2010;33;Hommes;2. Tumeurs;2022
2011;33;Hommes;2. Tumeurs;1963
2012;33;Hommes;2. Tumeurs;1992
2013;33;Hommes;2. Tumeurs;2079
2014;33;Hommes;2. Tumeurs;2141
2015;33;Hommes;2. Tumeurs;2277
2016;33;Hommes;2. Tumeurs;2247
2017;33;Hommes;2. Tumeurs;2186
2018;33;Hommes;2. Tumeurs;2153
2019;33;Hommes;2. Tumeurs;2285
2020;33;Hommes;2. Tumeurs;2131
2021;33;Hommes;2. Tumeurs;2276
2022;33;Hommes;2. Tumeurs;2185
1990;34;Hommes;2. Tumeurs;1198
1991;34;Hommes;2. Tumeurs;1207
1992;34;Hommes;2. Tumeurs;1211
1993;34;Hommes;2. Tumeurs;1288
1994;34;Hommes;2. Tumeurs;1260
1995;34;Hommes;2. Tumeurs;1215
1996;34;Hommes;2. Tumeurs;1358
1997;34;Hommes;2. Tumeurs;1345
1998;34;Hommes;2. Tumeurs;1348
1999;34;Hommes;2. Tumeurs;1391
2000;34;Hommes;2. Tumeurs;1479
2001;34;Hommes;2. Tumeurs;1425
2002;34;Hommes;2. Tumeurs;1453
2003;34;Hommes;2. Tumeurs;1457
2004;34;Hommes;2. Tumeurs;1459
2005;34;Hommes;2. Tumeurs;1503
2006;34;Hommes;2. Tumeurs;1488
2007;34;Hommes;2. Tumeurs;1581
2008;34;Hommes;2. Tumeurs;1565
2009;34;Hommes;2. Tumeurs;1571
2010;34;Hommes;2. Tumeurs;1619
2011;34;Hommes;2. Tumeurs;1582
2012;34;Hommes;2. Tumeurs;1570
2013;34;Hommes;2. Tumeurs;1569
2014;34;Hommes;2. Tumeurs;1639
2015;34;Hommes;2. Tumeurs;1631
2016;34;Hommes;2. Tumeurs;1646
2017;34;Hommes;2. Tumeurs;1682
2018;34;Hommes;2. Tumeurs;1721
2019;34;Hommes;2. Tumeurs;1784
2020;34;Hommes;2. Tumeurs;1800
2021;34;Hommes;2. Tumeurs;1746
2022;34;Hommes;2. Tumeurs;1807
1990;35;Hommes;2. Tumeurs;1102
1991;35;Hommes;2. Tumeurs;1148
1992;35;Hommes;2. Tumeurs;1054
1993;35;Hommes;2. Tumeurs;1164
1994;35;Hommes;2. Tumeurs;1137
1995;35;Hommes;2. Tumeurs;1105
1996;35;Hommes;2. Tumeurs;1151
1997;35;Hommes;2. Tumeurs;1199
1998;35;Hommes;2. Tumeurs;1150
1999;35;Hommes;2. Tumeurs;1196
2000;35;Hommes;2. Tumeurs;1173
2001;35;Hommes;2. Tumeurs;1200
2002;35;Hommes;2. Tumeurs;1199
2003;35;Hommes;2. Tumeurs;1243
2004;35;Hommes;2. Tumeurs;1204
2005;35;Hommes;2. Tumeurs;1238
2006;35;Hommes;2. Tumeurs;1236
2007;35;Hommes;2. Tumeurs;1212
2008;35;Hommes;2. Tumeurs;1244
2009;35;Hommes;2. Tumeurs;1236
2010;35;Hommes;2. Tumeurs;1240
2011;35;Hommes;2. Tumeurs;1166
2012;35;Hommes;2. Tumeurs;1338
2013;35;Hommes;2. Tumeurs;1290
2014;35;Hommes;2. Tumeurs;1327
2015;35;Hommes;2. Tumeurs;1341
2016;35;Hommes;2. Tumeurs;1419
2017;35;Hommes;2. Tumeurs;1295
2018;35;Hommes;2. Tumeurs;1381
2019;35;Hommes;2. Tumeurs;1379
2020;35;Hommes;2. Tumeurs;1248
2021;35;Hommes;2. Tumeurs;1337
2022;35;Hommes;2. Tumeurs;1401
1990;36;Hommes;2. Tumeurs;472
1991;36;Hommes;2. Tumeurs;477
1992;36;Hommes;2. Tumeurs;476
1993;36;Hommes;2. Tumeurs;481
1994;36;Hommes;2. Tumeurs;484
1995;36;Hommes;2. Tumeurs;531
1996;36;Hommes;2. Tumeurs;483
1997;36;Hommes;2. Tumeurs;498
1998;36;Hommes;2. Tumeurs;430
1999;36;Hommes;2. Tumeurs;487
2000;36;Hommes;2. Tumeurs;444
2001;36;Hommes;2. Tumeurs;462
2002;36;Hommes;2. Tumeurs;479
2003;36;Hommes;2. Tumeurs;503
2004;36;Hommes;2. Tumeurs;479
2005;36;Hommes;2. Tumeurs;508
2006;36;Hommes;2. Tumeurs;514
2007;36;Hommes;2. Tumeurs;502
2008;36;Hommes;2. Tumeurs;480
2009;36;Hommes;2. Tumeurs;487
2010;36;Hommes;2. Tumeurs;490
2011;36;Hommes;2. Tumeurs;469
2012;36;Hommes;2. Tumeurs;450
2013;36;Hommes;2. Tumeurs;492
2014;36;Hommes;2. Tumeurs;499
2015;36;Hommes;2. Tumeurs;491
2016;36;Hommes;2. Tumeurs;503
2017;36;Hommes;2. Tumeurs;478
2018;36;Hommes;2. Tumeurs;498
2019;36;Hommes;2. Tumeurs;473
2020;36;Hommes;2. Tumeurs;492
2021;36;Hommes;2. Tumeurs;497
2022;36;Hommes;2. Tumeurs;451
1990;37;Hommes;2. Tumeurs;790
1991;37;Hommes;2. Tumeurs;878
1992;37;Hommes;2. Tumeurs;824
1993;37;Hommes;2. Tumeurs;820
1994;37;Hommes;2. Tumeurs;826
1995;37;Hommes;2. Tumeurs;840
1996;37;Hommes;2. Tumeurs;831
1997;37;Hommes;2. Tumeurs;905
1998;37;Hommes;2. Tumeurs;877
1999;37;Hommes;2. Tumeurs;898
2000;37;Hommes;2. Tumeurs;912
2001;37;Hommes;2. Tumeurs;884
2002;37;Hommes;2. Tumeurs;934
2003;37;Hommes;2. Tumeurs;871
2004;37;Hommes;2. Tumeurs;867
2005;37;Hommes;2. Tumeurs;935
2006;37;Hommes;2. Tumeurs;867
2007;37;Hommes;2. Tumeurs;869
2008;37;Hommes;2. Tumeurs;899
2009;37;Hommes;2. Tumeurs;915
2010;37;Hommes;2. Tumeurs;942
2011;37;Hommes;2. Tumeurs;935
2012;37;Hommes;2. Tumeurs;956
2013;37;Hommes;2. Tumeurs;942
2014;37;Hommes;2. Tumeurs;948
2015;37;Hommes;2. Tumeurs;930
2016;37;Hommes;2. Tumeurs;915
2017;37;Hommes;2. Tumeurs;995
2018;37;Hommes;2. Tumeurs;902
2019;37;Hommes;2. Tumeurs;935
2020;37;Hommes;2. Tumeurs;918
2021;37;Hommes;2. Tumeurs;926
2022;37;Hommes;2. Tumeurs;905
1990;38;Hommes;2. Tumeurs;1265
1991;38;Hommes;2. Tumeurs;1267
1992;38;Hommes;2. Tumeurs;1323
1993;38;Hommes;2. Tumeurs;1318
1994;38;Hommes;2. Tumeurs;1285
1995;38;Hommes;2. Tumeurs;1382
1996;38;Hommes;2. Tumeurs;1350
1997;38;Hommes;2. Tumeurs;1375
1998;38;Hommes;2. Tumeurs;1429
1999;38;Hommes;2. Tumeurs;1353
2000;38;Hommes;2. Tumeurs;1384
2001;38;Hommes;2. Tumeurs;1429
2002;38;Hommes;2. Tumeurs;1412
2003;38;Hommes;2. Tumeurs;1402
2004;38;Hommes;2. Tumeurs;1384
2005;38;Hommes;2. Tumeurs;1446
2006;38;Hommes;2. Tumeurs;1425
2007;38;Hommes;2. Tumeurs;1475
2008;38;Hommes;2. Tumeurs;1469
2009;38;Hommes;2. Tumeurs;1519
2010;38;Hommes;2. Tumeurs;1491
2011;38;Hommes;2. Tumeurs;1421
2012;38;Hommes;2. Tumeurs;1525
2013;38;Hommes;2. Tumeurs;1546
2014;38;Hommes;2. Tumeurs;1528
2015;38;Hommes;2. Tumeurs;1564
2016;38;Hommes;2. Tumeurs;1586
2017;38;Hommes;2. Tumeurs;1593
2018;38;Hommes;2. Tumeurs;1557
2019;38;Hommes;2. Tumeurs;1617
2020;38;Hommes;2. Tumeurs;1568
2021;38;Hommes;2. Tumeurs;1515
2022;38;Hommes;2. Tumeurs;1577
1990;39;Hommes;2. Tumeurs;393
1991;39;Hommes;2. Tumeurs;441
1992;39;Hommes;2. Tumeurs;399
1993;39;Hommes;2. Tumeurs;432
1994;39;Hommes;2. Tumeurs;389
1995;39;Hommes;2. Tumeurs;448
1996;39;Hommes;2. Tumeurs;415
1997;39;Hommes;2. Tumeurs;405
1998;39;Hommes;2. Tumeurs;420
1999;39;Hommes;2. Tumeurs;418
2000;39;Hommes;2. Tumeurs;426
2001;39;Hommes;2. Tumeurs;411
2002;39;Hommes;2. Tumeurs;463
2003;39;Hommes;2. Tumeurs;422
2004;39;Hommes;2. Tumeurs;444
2005;39;Hommes;2. Tumeurs;444
2006;39;Hommes;2. Tumeurs;374
2007;39;Hommes;2. Tumeurs;427
